상가업소번호,상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시군구명,행정동코드,행정동명,법정동명,도로명주소,경도,위도
MA010120220806507242,대박통삼겹살김밥,,음식,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,경주시,47130550,성건동,성건동,경상북도 경주시 금성로 295,129.2067435,35.84395286
MA010120220807942753,황성포차,,음식,주점,요리 주점,기타 주점업,경주시,47130621,황성동,황성동,경상북도 경주시 용담로54번길 9,129.2157921,35.86329385
MA010120220809124034,경주통나무펜션,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,경주시,47130650,불국동,구정동,경상북도 경주시 새골길 49-37,129.3020602,35.78730909
MA010120220805026944,비더블유,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 감포로2길 105,129.5038886,35.80437483
MA010120220809328266,디프,,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,경주시,47130630,동천동,동천동,경상북도 경주시 대안길 24-1,129.2231398,35.8521203
MA010120220809109353,조이스커피숍,,음식,비알코올 ,카페,기타 비알코올 음료점업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 안현로 1536,129.2285632,35.99222926
MA010120220800604684,산알베르토카페,,음식,비알코올 ,카페,커피 전문점,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 동해안로 2006-1,129.4907307,35.78643924
MA010120220809127297,나무텔레콤,,소매,가전·통신 소매,핸드폰 소매업,통신기기 소매업,경주시,47130550,성건동,성건동,경상북도 경주시 동대로 2,129.2066179,35.85538943
MA010120220809128150,하이론침구,,소매,섬유·의복·신발 소매,침구류/커튼 소매업,가정용 직물제품 소매업,경주시,47130570,황남동,황남동,경상북도 경주시 포석로 1067,129.2093969,35.83628124
MA010120220809107014,샛별전자,,소매,가전·통신 소매,가전제품 소매업,가전제품 소매업,경주시,47130320,양남면,양남면,경상북도 경주시 양남면 양남로 331-1,129.4618694,35.67447107
MA010120220800291148,수미정분식,,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,경주시,47130550,성건동,성건동,경상북도 경주시 금성로 295,129.2067435,35.84395286
MA010120220810338386,지에스25경주읍천점,,소매,종합 소매,편의점,체인화 편의점,경주시,47130320,양남면,양남면,경상북도 경주시 양남면 동해안로 629,129.4712925,35.69821777
MA010120220813356939,엠제이원,경주지점,시설관리·임대,시설관리,사업시설 유지·관리 서비스업,사업시설 유지ㆍ관리 서비스업,경주시,47130370,강동면,강동면,경상북도 경주시 강동면 오금큰길 349-17,129.2852594,35.9602033
MA010120220809107576,영도시스템에어컨,,소매,가전·통신 소매,가전제품 소매업,가전제품 소매업,경주시,47130550,성건동,성건동,경상북도 경주시 금성로396번길 59-1,129.2133484,35.85304
MA010120220812154806,연안왕갈비탕,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 산업로 2430,129.3217265,35.72775089
MA010120220812522666,갤러웨이경주점,,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,경주시,47130605,월성동,구황동,경상북도 경주시 알천남로 314,129.2318573,35.8425067
MA010120220809123535,육일자동차정비공업사,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 부곡길 56,129.2049017,35.98939596
MA010120220809124755,대산프로샵,,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,경주시,47130621,황성동,황성동,경상북도 경주시 유림로5번길 65-9,129.2170578,35.87812864
MA010120220811505519,인성기술,,시설관리·임대,산업용품 대여,건설기계/장비 대여업,건설 및 토목공사용 기계ㆍ장비 임대업,경주시,47130320,양남면,양남면,경상북도 경주시 양남면 구만길 153-23,129.4421337,35.70226413
MA010120220809104771,건축사사무소남산,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,경주시,47130630,동천동,동천동,경상북도 경주시 양정로 254-4,129.2247248,35.85537073
MA010120220809103825,공인회계사권순일사무소,,과학·기술,회계·세무,공인회계사,공인회계사업,경주시,47130530,황오동,성동동,경상북도 경주시 북문로 127,129.2165719,35.84996205
MA010120220809692599,응급실국물떡볶이,성동점,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,경주시,47130530,황오동,성동동,경상북도 경주시 원화로 321,129.2168219,35.8493988
MA010120220814289840,골드공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,경주시,47130621,황성동,황성동,경상북도 경주시 황성로 60,129.2179146,35.86716518
MA010120220812567738,불국사장터손칼국수,,음식,한식,국수/칼국수,한식 면 요리 전문점,경주시,47130650,불국동,시래동,경상북도 경주시 불국장터길 12,129.3014361,35.77525618
MA010120220805728449,DK공인중개사,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,경주시,47130630,동천동,동천동,경상북도 경주시 동천로42번길 16,129.2282471,35.85151205
MA010120220811690420,낭만홍S,,숙박,일반 숙박,여관/모텔,기타 일반 및 생활 숙박시설 운영업,경주시,47130605,월성동,구황동,경상북도 경주시 임해로96번길 9-3,129.2299665,35.84058656
MA010120220813072057,포항해장국,,음식,한식,국/탕/찌개류,한식 일반 음식점업,경주시,47130530,황오동,황오동,경상북도 경주시 태종로 810,129.2162946,35.84079455
MA010120220813785833,엘포토매니아,,과학·기술,사진 촬영,사진촬영업,인물 사진 및 행사용 영상 촬영업,경주시,47130550,성건동,성건동,경상북도 경주시 봉황로 155,129.2099394,35.85343616
MA010120220809130183,동진강칼국수,,음식,한식,국수/칼국수,한식 면 요리 전문점,경주시,47130621,황성동,황성동,경상북도 경주시 유림로97번길 35-3,129.2218147,35.87125588
MA010120220806765744,제이엠푸드,,음식,한식,국수/칼국수,한식 면 요리 전문점,경주시,47130605,월성동,구황동,경상북도 경주시 분황로 91,129.2320242,35.84056636
MA010120220809122382,로하스,,숙박,일반 숙박,여관/모텔,기타 일반 및 생활 숙박시설 운영업,경주시,47130650,불국동,하동,경상북도 경주시 하동1길 22-2,129.311129,35.79611833
MA010120220808057508,샘골체험농장,,예술·스포츠,유원지·오락,기타 오락관련 서비스업,그 외 기타 분류 안된 오락관련 서비스업,경주시,47130350,서면,서면,경상북도 경주시 서면 주사골길 36-23,129.0338096,35.85893576
MA010120220809781617,정비반장,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 종합 수리업,경주시,47130550,성건동,성건동,경상북도 경주시 동문로 91-1,129.2140048,35.8527666
MA010120220811225947,비츠로헤어,,수리·개인,이용·미용,미용실,두발 미용업,경주시,47130615,용강동,용강동,경상북도 경주시 용황로 69,129.2256045,35.8832596
MA010120220804853785,계단,,음식,비알코올 ,카페,커피 전문점,경주시,47130570,황남동,황남동,경상북도 경주시 포석로 1077,129.2095871,35.83715176
MA010120220812143037,마가렛케이크,,음식,기타 간이,빵/도넛,제과점업,경주시,47130621,황성동,황성동,경상북도 경주시 원지길12번길 44-6,129.2196162,35.8646739
MA010120220809106091,박병길카인테리어,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,경주시,47130370,강동면,강동면,경상북도 경주시 강동면 안현로 2256,129.240797,36.05425247
MA010120220806868844,리우네키즈풀펜션,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,경주시,47130650,불국동,하동,경상북도 경주시 하동1길 22-4,129.3109593,35.79598643
MA010120220813712058,닥터유벨리르카,,소매,시계·귀금속 소매,시계/귀금속 소매업,시계 및 귀금속 소매업,경주시,47130550,성건동,성건동,경상북도 경주시 금성로 391,129.2066858,35.85264901
MA010120220813943395,경주전동놀이터,,시설관리·임대,가정용품 대여,스포츠/레크리에이션 용품 대여업,스포츠 및 레크리에이션 용품 임대업,경주시,47130570,황남동,황남동,경상북도 경주시 첨성로 102-3,129.2136335,35.83304057
MA010120220807048874,통영해물천국,,음식,한식,횟집,한식 해산물 요리 전문점,경주시,47130630,동천동,동천동,경상북도 경주시 백률로 17-12,129.2214297,35.85746808
MA010120220804720972,경주헤윰한옥펜션,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,경주시,47130570,황남동,율동,경상북도 경주시 화계로 759,129.1788082,35.79567979
MA010120220802896508,경주여행펜션B,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,경주시,47130660,보덕동,북군동,경상북도 경주시 북군길 107-20,129.2597815,35.85902314
MA010120220808451222,꽃잠펜션,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,경주시,47130340,산내면,산내면,경상북도 경주시 산내면 문복로 1280-51,129.0661614,35.74140569
MA010120220809682850,다온건축사사무소,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,건축 설계 및 관련 서비스업,경주시,47130630,동천동,동천동,경상북도 경주시 양정로 215,129.2240017,35.8520683
MA010120220809150416,케이케이보문주유소주,,소매,연료 소매,주유소,운송장비용 주유소 운영업,경주시,47130660,보덕동,천군동,경상북도 경주시 경감로 585,129.2865161,35.83450464
MA010120220809103908,담배/전자담배소매업,,소매,담배 소매,담배/전자담배 소매업,담배 소매업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 동해안로 2504,129.5096085,35.82550977
MA010120220809110721,동해분식,,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,경주시,47130630,동천동,동천동,경상북도 경주시 초당길55번길 7-2,129.2350466,35.84495229
MA010120220813113508,경동분식,,음식,기타 간이,김밥/만두/분식,한식 면 요리 전문점,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 안강시장길 24-1,129.2223254,35.99040783
MA010120220809705096,내가찾던커피,,음식,비알코올 ,카페,커피 전문점,경주시,47130370,강동면,강동면,경상북도 경주시 강동면 공정길 17-25,129.2794532,36.00377869
MA010120220803427013,토대력,,음식,주점,요리 주점,한식 일반 음식점업,경주시,47130550,성건동,석장동,경상북도 경주시 석장길 47-18,129.1899339,35.86086683
MA010120220809256906,주니짬뽕,전문점,음식,중식,중국집,중식 음식점업,경주시,47130590,선도동,충효동,경상북도 경주시 태종로 283,129.1645292,35.83883714
MA010120220810194165,경주키즈&가족호텔,,숙박,일반 숙박,여관/모텔,여관업,경주시,47130650,불국동,진현동,경상북도 경주시 영불로 248,129.3283322,35.78380257
MA010120220807880865,캐리어에어콘경주SVC,,수리·개인,가전제품 수리,가전제품 수리업,가전제품 수리업,경주시,47130630,동천동,동천동,경상북도 경주시 초당길137번길 8,129.2321919,35.84891589
MA010120220804443798,대구슈퍼,,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,경주시,47130315,문무대왕면,문무대왕면,경상북도 경주시 문무대왕면 봉길해안길 15,129.4841979,35.73819082
MA010120220800643117,오백년누룽지백숙,,음식,한식,닭/오리고기 구이/찜,한식 일반 음식점업,경주시,47130650,불국동,하동,경상북도 경주시 보불로 368,129.3069315,35.81579639
MA010120220809127724,마스터바니경주모다점,,소매,섬유·의복·신발 소매,기타 의류 소매업,기타 의복 소매업,경주시,47130380,천북면,천북면,경상북도 경주시 천북면 산업로 4938,129.2447882,35.91682626
MA010120220811002472,가빈,,수리·개인,이용·미용,피부 관리실,피부 미용업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 화전길 22,129.2166788,35.99107999
MA010120220809105516,우리타이어,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 산업로 2094,129.3292793,35.70024033
MA010120220803170017,경주한옥펜션투유,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 감포로10길 40-7,129.5029583,35.81279143
MA010120220805060023,이모밥상,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130550,성건동,성건동,경상북도 경주시 금성로 295,129.2067435,35.84395286
